user_settings_crypto_unlocked,attributes_notifications_marketing_push,attributes_notifications_marketing_email,num_contacts,num_referrals,num_successful_referrals,age,trx_count,trx_count_completed,trx_value_completed,trx_value_mean_completed,trx_value_max_completed,trx_success_rate,trx_n_distinct_currency,trx_n_distinct_mcc,trx_n_distinct_country,trx_share_ATM,trx_share_CARD_PAYMENT,trx_share_CARD_REFUND,trx_share_CASHBACK,trx_share_EXCHANGE,trx_share_FEE,trx_share_REFUND,trx_share_TAX,trx_share_TOPUP,trx_share_TRANSFER,trx_dir_INBOUND,trx_dir_OUTBOUND,days_since_last_trx,days_since_first_trx,trx_active_days,notif_count,notif_n_sent,notif_n_failed,notif_send_rate,notif_ch_EMAIL,notif_ch_PUSH,notif_ch_SMS,notif_n_reengagement,tenure_days,plan_GOLD,plan_SILVER,plan_STANDARD,brand_Android,brand_Apple,brand_Unknown,country_CH,country_CY,country_CZ,country_DE,country_ES,country_FR,country_GB,country_GR,country_IE,country_IT,country_LT,country_MT,country_OTHER,country_PL,country_PT,country_RO
1,1,1,19,0,0,19,127.0,109.0,4736.19,43.451284403669725,191.49,0.8582677165354331,1.0,23.0,5.0,0.023622047244094488,0.4330708661417323,0.05511811023622047,0.0,0.007874015748031496,0.0,0.0,0.0,0.30708661417322836,0.1732283464566929,0.36220472440944884,0.6377952755905512,5.0,292.0,56.0,8.0,8.0,0.0,1.0,5.0,3.0,0.0,0.0,446,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,70,88.0,82.0,9692.26,118.19829268292683,1489.36,0.9318181818181818,1.0,24.0,5.0,0.045454545454545456,0.7840909090909091,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.1590909090909091,0.0,0.1590909090909091,0.8409090909090909,1.0,412.0,56.0,8.0,2.0,6.0,0.25,1.0,6.0,1.0,5.0,412,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,6,0,0,59,72.0,63.0,4676.84,74.23555555555556,1489.36,0.875,2.0,19.0,3.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.16666666666666666,0.041666666666666664,0.16666666666666666,0.8333333333333334,0.0,272.0,52.0,10.0,9.0,1.0,0.9,2.0,7.0,1.0,7.0,272,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,39,8.0,4.0,93.13,23.2825,42.56,0.5,1.0,2.0,2.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.125,0.5,0.5,169.0,401.0,4.0,11.0,8.0,3.0,0.7272727272727273,2.0,8.0,1.0,6.0,403,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,2,0,0,57,4.0,3.0,167.01,55.669999999999995,79.53,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.75,0.25,113.0,117.0,2.0,8.0,7.0,1.0,0.875,7.0,1.0,0.0,0.0,117,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,22,0,0,41,105.0,88.0,1386.69,15.757840909090909,85.11,0.8380952380952381,1.0,9.0,2.0,0.08571428571428572,0.5238095238095238,0.009523809523809525,0.0,0.0,0.0,0.0,0.0761904761904762,0.23809523809523808,0.06666666666666667,0.26666666666666666,0.7333333333333333,12.0,144.0,29.0,8.0,8.0,0.0,1.0,3.0,5.0,0.0,3.0,144,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,5,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,0.0,4.0,4.0,0.0,1.0,3.0,1.0,0.0,0.0,256,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,20,0,0,25,405.0,363.0,16469.4,45.3702479338843,769.0,0.8962962962962963,3.0,44.0,6.0,0.019753086419753086,0.6790123456790124,0.0,0.0,0.12839506172839507,0.0049382716049382715,0.0,0.0,0.10864197530864197,0.05925925925925926,0.1111111111111111,0.8888888888888888,17.0,390.0,133.0,7.0,6.0,1.0,0.8571428571428571,4.0,3.0,0.0,0.0,392,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,40,14.0,10.0,459.52,45.952,127.66,0.7142857142857143,1.0,2.0,2.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.5,0.21428571428571427,0.5,0.5,160.0,357.0,8.0,5.0,4.0,1.0,0.8,2.0,2.0,1.0,2.0,358,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,11,0,0,21,248.0,240.0,7232.36,30.134833333333333,288.0,0.967741935483871,1.0,29.0,2.0,0.0,0.8225806451612904,0.0,0.0,0.0,0.004032258064516129,0.0,0.0,0.13306451612903225,0.04032258064516129,0.13709677419354838,0.8629032258064516,0.0,217.0,119.0,4.0,4.0,0.0,1.0,1.0,3.0,0.0,3.0,217,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,41,133.0,108.0,8924.95,82.63842592592593,1489.36,0.8120300751879699,3.0,15.0,2.0,0.022556390977443608,0.8421052631578947,0.0,0.0,0.06015037593984962,0.0,0.0,0.0,0.06015037593984962,0.015037593984962405,0.06015037593984962,0.9398496240601504,103.0,409.0,34.0,5.0,3.0,2.0,0.6,3.0,2.0,0.0,0.0,425,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,177,0,0,23,240.0,225.0,2756.7799999999997,12.252355555555555,161.7,0.9375,1.0,18.0,6.0,0.004166666666666667,0.22916666666666666,0.0,0.0,0.0,0.004166666666666667,0.0,0.0,0.20833333333333334,0.5541666666666667,0.44583333333333336,0.5541666666666667,4.0,231.0,93.0,8.0,6.0,2.0,0.75,4.0,4.0,0.0,2.0,231,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,54,63.0,60.0,1256.82,20.947,200.0,0.9523809523809523,3.0,13.0,1.0,0.0,0.7142857142857143,0.015873015873015872,0.0,0.09523809523809523,0.047619047619047616,0.0,0.0,0.12698412698412698,0.0,0.14285714285714285,0.8571428571428571,71.0,466.0,30.0,12.0,9.0,3.0,0.75,5.0,7.0,0.0,3.0,466,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,5,0,0,34,160.0,151.0,15273.78,101.15086092715232,1021.28,0.94375,1.0,18.0,8.0,0.34375,0.44375,0.0,0.0,0.0,0.0125,0.0,0.0,0.2,0.0,0.2,0.8,0.0,177.0,52.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,177,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,6,0,0,22,188.0,181.0,4198.43,23.195745856353593,250.0,0.9627659574468085,1.0,29.0,2.0,0.047872340425531915,0.7074468085106383,0.0,0.0,0.0,0.005319148936170213,0.0,0.0,0.09574468085106383,0.14361702127659576,0.09574468085106383,0.9042553191489362,0.0,223.0,96.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,224,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,60,18.0,18.0,6193.26,344.07,1361.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.5555555555555556,24.0,151.0,14.0,9.0,6.0,3.0,0.6666666666666666,6.0,3.0,0.0,1.0,153,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,38,3.0,3.0,7.96,2.6533333333333333,3.98,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,190.0,190.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,190,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,0,0,0,62,3.0,2.0,14.99,7.495,10.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,77.0,109.0,2.0,11.0,8.0,3.0,0.7272727272727273,9.0,2.0,0.0,0.0,109,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,5,0,0,29,275.0,237.0,6455.83,27.239789029535864,865.98,0.8618181818181818,1.0,30.0,10.0,0.02909090909090909,0.4072727272727273,0.0036363636363636364,0.0,0.0,0.0036363636363636364,0.0,0.0,0.10181818181818182,0.45454545454545453,0.10545454545454545,0.8945454545454545,12.0,361.0,64.0,7.0,7.0,0.0,1.0,2.0,5.0,0.0,4.0,361,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,3,0,0,34,35.0,20.0,1273.73,63.6865,300.0,0.5714285714285714,1.0,12.0,4.0,0.17142857142857143,0.37142857142857144,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.4,0.02857142857142857,0.4,0.6,29.0,223.0,13.0,4.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,247,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,22,100.0,90.0,2865.92,31.843555555555557,600.0,0.9,1.0,23.0,6.0,0.02,0.86,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.05,0.06,0.94,54.0,327.0,35.0,3.0,2.0,1.0,0.6666666666666666,1.0,2.0,0.0,2.0,327,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,14,0,0,40,92.0,85.0,4194.97,49.35258823529412,200.0,0.9239130434782609,2.0,11.0,2.0,0.09782608695652174,0.5652173913043478,0.0,0.0,0.03260869565217391,0.0,0.0,0.0,0.15217391304347827,0.15217391304347827,0.1956521739130435,0.8043478260869565,4.0,203.0,43.0,10.0,10.0,0.0,1.0,7.0,3.0,0.0,2.0,207,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,14,0,0,36,57.0,51.0,774.0899999999999,15.178235294117645,425.53,0.8947368421052632,1.0,11.0,5.0,0.0,0.49122807017543857,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.08771929824561403,0.40350877192982454,0.10526315789473684,0.8947368421052632,13.0,235.0,18.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,256,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,15,0,0,33,312.0,232.0,3764.69,16.227112068965518,270.56,0.7435897435897436,1.0,15.0,2.0,0.0641025641025641,0.6089743589743589,0.003205128205128205,0.0,0.0,0.003205128205128205,0.0,0.0,0.23076923076923078,0.08974358974358974,0.23397435897435898,0.7660256410256411,62.0,385.0,87.0,6.0,6.0,0.0,1.0,3.0,3.0,0.0,1.0,386,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,43,2.0,1.0,19.88,19.88,19.88,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,13.0,1.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,218,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,0,0,0,27,126.0,80.0,2253.95,28.174374999999998,337.77,0.6349206349206349,1.0,22.0,10.0,0.015873015873015872,0.753968253968254,0.0,0.0,0.0,0.0,0.0,0.0,0.23015873015873015,0.0,0.23015873015873015,0.7698412698412699,13.0,285.0,52.0,6.0,6.0,0.0,1.0,4.0,2.0,0.0,1.0,308,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,6,0,0,28,201.0,182.0,4845.52,26.623736263736266,855.36,0.9054726368159204,1.0,26.0,12.0,0.03482587064676617,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.26865671641791045,0.029850746268656716,0.27860696517412936,0.7213930348258707,3.0,411.0,93.0,6.0,5.0,1.0,0.8333333333333334,2.0,4.0,0.0,2.0,411,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,0,0,37,167.0,163.0,615.45,3.7757668711656445,50.0,0.9760479041916168,1.0,5.0,1.0,0.0,0.48502994011976047,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.05389221556886228,0.4550898203592814,0.05389221556886228,0.9461077844311377,0.0,246.0,68.0,8.0,6.0,2.0,0.75,2.0,5.0,1.0,5.0,246,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,24,0,0,73,12.0,10.0,895.71,89.571,300.0,0.8333333333333334,1.0,1.0,3.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.4166666666666667,0.08333333333333333,0.4166666666666667,0.5833333333333334,151.0,410.0,7.0,12.0,7.0,5.0,0.5833333333333334,7.0,5.0,0.0,4.0,410,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,50,0,0,30,240.0,213.0,8734.41,41.00661971830986,358.06,0.8875,3.0,33.0,11.0,0.0,0.6625,0.008333333333333333,0.0,0.08333333333333333,0.004166666666666667,0.0,0.0,0.16666666666666666,0.075,0.2,0.8,3.0,238.0,90.0,6.0,2.0,4.0,0.3333333333333333,2.0,4.0,0.0,3.0,238,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,0,0,46,109.0,92.0,3917.98,42.586739130434786,330.71,0.8440366972477065,1.0,14.0,3.0,0.01834862385321101,0.7155963302752294,0.0,0.0,0.0,0.009174311926605505,0.0,0.0,0.1743119266055046,0.08256880733944955,0.1743119266055046,0.8256880733944955,1.0,274.0,56.0,4.0,4.0,0.0,1.0,1.0,3.0,0.0,3.0,274,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,37,116.0,105.0,2697.42,25.689714285714288,120.0,0.9051724137931034,1.0,18.0,3.0,0.02586206896551724,0.6637931034482759,0.0,0.0,0.0,0.008620689655172414,0.0,0.0,0.3017241379310345,0.0,0.3017241379310345,0.6982758620689655,0.0,183.0,29.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,183,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,30,303.0,289.0,6918.7699999999995,23.94038062283737,485.0,0.9537953795379538,1.0,15.0,1.0,0.019801980198019802,0.9141914191419142,0.0,0.0,0.0,0.0,0.0,0.0,0.066006600660066,0.0,0.066006600660066,0.933993399339934,1.0,238.0,170.0,7.0,6.0,1.0,0.8571428571428571,2.0,4.0,1.0,3.0,238,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,12,0,0,22,54.0,47.0,372.29,7.921063829787235,34.04,0.8703703703703703,1.0,5.0,4.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.25925925925925924,0.5740740740740741,0.2777777777777778,0.7222222222222222,4.0,113.0,25.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,130,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,21,0,0,25,424.0,387.0,7928.0199999999995,20.485839793281652,369.03,0.9127358490566038,2.0,26.0,4.0,0.04481132075471698,0.4386792452830189,0.0,0.0,0.01179245283018868,0.0,0.0,0.01650943396226415,0.0660377358490566,0.4221698113207547,0.08726415094339622,0.9127358490566038,17.0,134.0,68.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,134,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,7,0,0,37,5.0,3.0,171.2,57.06666666666666,165.35,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.6,0.4,48.0,199.0,3.0,14.0,10.0,4.0,0.7142857142857143,8.0,6.0,0.0,4.0,448,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,65,0,0,26,46.0,15.0,492.84000000000003,32.856,112.36,0.32608695652173914,1.0,7.0,2.0,0.0,0.717391304347826,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.2391304347826087,0.021739130434782608,0.2391304347826087,0.7608695652173914,56.0,147.0,18.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,147,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14,0,0,39,15.0,12.0,397.99,33.16583333333333,74.23,0.8,3.0,5.0,2.0,0.0,0.4666666666666667,0.0,0.0,0.2,0.06666666666666667,0.0,0.0,0.26666666666666666,0.0,0.26666666666666666,0.7333333333333333,39.0,165.0,7.0,6.0,6.0,0.0,1.0,3.0,3.0,0.0,2.0,165,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,0,0,0,42,16.0,10.0,68.31,6.831,19.84,0.625,1.0,2.0,2.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.75,186.0,280.0,8.0,6.0,4.0,2.0,0.6666666666666666,0.0,5.0,1.0,6.0,280,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,0,24,19.0,6.0,101.54,16.923333333333336,21.28,0.3157894736842105,1.0,1.0,1.0,0.0,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.10526315789473684,0.2631578947368421,0.7368421052631579,153.0,219.0,10.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,219,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,32,10.0,7.0,47.69,6.812857142857142,17.56,0.7,2.0,5.0,5.0,0.0,0.6,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.2,0.8,113.0,404.0,6.0,11.0,8.0,3.0,0.7272727272727273,1.0,8.0,2.0,10.0,408,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,119,0,0,39,471.0,438.0,11524.37,26.31134703196347,255.32,0.9299363057324841,1.0,36.0,9.0,0.021231422505307854,0.386411889596603,0.0,0.0,0.0,0.004246284501061571,0.0,0.0,0.10615711252653928,0.4819532908704883,0.16985138004246284,0.8301486199575372,0.0,392.0,155.0,13.0,9.0,4.0,0.6923076923076923,8.0,5.0,0.0,1.0,393,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,5,0,0,34,43.0,32.0,188.5,5.890625,25.53,0.7441860465116279,1.0,8.0,3.0,0.0,0.3953488372093023,0.023255813953488372,0.0,0.0,0.023255813953488372,0.023255813953488372,0.0,0.20930232558139536,0.32558139534883723,0.2558139534883721,0.7441860465116279,8.0,201.0,18.0,9.0,9.0,0.0,1.0,1.0,8.0,0.0,6.0,201,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,70,0,0,20,500.0,476.0,7904.27,16.60560924369748,331.92,0.952,1.0,26.0,12.0,0.056,0.344,0.0,0.0,0.0,0.002,0.0,0.012,0.184,0.402,0.21,0.79,10.0,294.0,116.0,5.0,5.0,0.0,1.0,2.0,3.0,0.0,1.0,294,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,5,0,0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,0.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,161,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,48,17.0,7.0,1056.6,150.94285714285712,994.16,0.4117647058823529,1.0,2.0,2.0,0.0,0.47058823529411764,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.35294117647058826,0.058823529411764705,0.35294117647058826,0.6470588235294118,18.0,274.0,6.0,3.0,2.0,1.0,0.6666666666666666,1.0,2.0,0.0,2.0,274,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,0,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,0.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,208,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,60,3.0,2.0,14.99,7.495,10.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,302.0,316.0,2.0,3.0,2.0,1.0,0.6666666666666666,3.0,0.0,0.0,0.0,316,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
