user_id,country,plan_GOLD,plan_SILVER,plan_STANDARD,tenure_days,days_since_last_trx,trx_count,churned,snapshot,cutoff
user_35,PL,False,False,True,308,13.0,126.0,0,2019-05-16,2019-04-18
user_36,PL,False,False,True,411,3.0,201.0,0,2019-05-16,2019-04-18
user_37,GB,False,False,True,246,0.0,167.0,0,2019-05-16,2019-04-18
user_38,GB,False,False,True,410,151.0,12.0,1,2019-05-16,2019-04-18
user_39,RO,False,False,True,238,3.0,240.0,0,2019-05-16,2019-04-18
user_40,CZ,False,False,True,274,1.0,109.0,0,2019-05-16,2019-04-18
user_41,GB,False,False,True,183,0.0,116.0,0,2019-05-16,2019-04-18
user_42,GB,False,False,True,238,1.0,303.0,0,2019-05-16,2019-04-18
user_43,MT,False,False,True,130,4.0,54.0,0,2019-05-16,2019-04-18
user_44,IE,False,False,True,134,17.0,424.0,0,2019-05-16,2019-04-18
user_45,CZ,False,False,True,448,48.0,5.0,1,2019-05-16,2019-04-18
user_46,ES,False,False,True,147,56.0,46.0,1,2019-05-16,2019-04-18
user_47,PL,False,False,True,165,39.0,15.0,1,2019-05-16,2019-04-18
user_48,CZ,False,False,True,280,186.0,16.0,1,2019-05-16,2019-04-18
user_49,FR,False,False,True,219,153.0,19.0,1,2019-05-16,2019-04-18
user_50,BE,False,False,True,408,113.0,10.0,1,2019-05-16,2019-04-18
user_51,MT,False,False,True,393,0.0,471.0,0,2019-05-16,2019-04-18
user_52,FR,False,False,True,201,8.0,43.0,0,2019-05-16,2019-04-18
user_53,IE,False,False,True,294,10.0,500.0,1,2019-05-16,2019-04-18
user_54,GB,False,False,True,161,999.0,0.0,1,2019-05-16,2019-04-18
user_55,PL,False,False,True,274,18.0,17.0,1,2019-05-16,2019-04-18
user_56,GB,False,False,True,208,999.0,0.0,1,2019-05-16,2019-04-18
user_57,GB,False,False,True,316,302.0,3.0,1,2019-05-16,2019-04-18
user_58,IE,False,False,True,223,19.0,445.0,1,2019-05-16,2019-04-18
user_59,GB,False,False,True,192,4.0,155.0,0,2019-05-16,2019-04-18
user_60,IE,False,False,True,270,1.0,364.0,0,2019-05-16,2019-04-18
user_61,PL,False,False,True,397,18.0,142.0,1,2019-05-16,2019-04-18
user_62,GB,False,False,True,247,2.0,42.0,0,2019-05-16,2019-04-18
user_63,PL,False,False,True,285,169.0,22.0,1,2019-05-16,2019-04-18
user_64,CZ,False,False,True,241,87.0,5.0,1,2019-05-16,2019-04-18
user_65,BG,False,False,True,383,13.0,22.0,0,2019-05-16,2019-04-18
user_66,ES,False,False,True,230,1.0,1181.0,0,2019-05-16,2019-04-18
user_67,GI,False,False,True,402,44.0,136.0,1,2019-05-16,2019-04-18
user_68,IE,False,False,True,170,0.0,419.0,0,2019-05-16,2019-04-18
user_69,FR,False,False,True,194,10.0,113.0,1,2019-05-16,2019-04-18
user_70,PL,False,False,True,459,0.0,343.0,0,2019-05-16,2019-04-18
user_71,PL,False,False,True,354,147.0,11.0,1,2019-05-16,2019-04-18
user_72,FR,False,False,True,292,6.0,81.0,0,2019-05-16,2019-04-18
user_73,CH,False,False,True,235,22.0,111.0,0,2019-05-16,2019-04-18
user_74,GB,False,False,True,437,397.0,12.0,1,2019-05-16,2019-04-18
user_75,GB,False,False,True,392,42.0,39.0,1,2019-05-16,2019-04-18
user_76,GG,False,False,True,113,1.0,96.0,1,2019-05-16,2019-04-18
user_77,ES,False,False,True,236,71.0,12.0,1,2019-05-16,2019-04-18
user_78,GB,False,False,True,469,2.0,193.0,0,2019-05-16,2019-04-18
user_79,GB,False,False,True,136,104.0,7.0,1,2019-05-16,2019-04-18
user_80,PL,False,False,True,278,2.0,270.0,0,2019-05-16,2019-04-18
user_81,IE,False,False,True,457,14.0,396.0,1,2019-05-16,2019-04-18
user_82,GB,False,False,True,282,2.0,80.0,0,2019-05-16,2019-04-18
user_83,FR,False,False,True,263,2.0,163.0,0,2019-05-16,2019-04-18
user_84,FR,False,False,True,126,4.0,35.0,1,2019-05-16,2019-04-18
user_85,RO,False,False,True,185,5.0,25.0,0,2019-05-16,2019-04-18
user_86,GB,False,False,True,396,65.0,104.0,0,2019-05-16,2019-04-18
user_87,PL,False,False,True,295,0.0,422.0,0,2019-05-16,2019-04-18
user_88,GB,False,False,True,187,170.0,3.0,1,2019-05-16,2019-04-18
user_89,IT,False,False,True,409,2.0,260.0,0,2019-05-16,2019-04-18
user_90,CY,False,False,True,201,6.0,71.0,1,2019-05-16,2019-04-18
user_91,FR,False,False,True,187,52.0,28.0,1,2019-05-16,2019-04-18
user_92,GB,True,False,False,278,0.0,218.0,0,2019-05-16,2019-04-18
user_93,LV,False,False,True,316,999.0,0.0,1,2019-05-16,2019-04-18
user_94,LT,False,False,True,351,34.0,10.0,0,2019-05-16,2019-04-18
user_95,GB,False,False,True,302,302.0,2.0,1,2019-05-16,2019-04-18
user_96,PL,False,False,True,454,0.0,119.0,0,2019-05-16,2019-04-18
user_97,GB,False,False,True,214,5.0,76.0,0,2019-05-16,2019-04-18
user_98,DE,False,False,True,252,0.0,198.0,0,2019-05-16,2019-04-18
user_99,SK,False,False,True,110,0.0,144.0,0,2019-05-16,2019-04-18
user_100,FR,False,False,True,136,52.0,66.0,1,2019-05-16,2019-04-18
user_101,GB,False,False,True,400,12.0,236.0,1,2019-05-16,2019-04-18
user_102,LT,False,False,True,284,9.0,41.0,0,2019-05-16,2019-04-18
user_103,GB,False,False,True,276,232.0,27.0,1,2019-05-16,2019-04-18
user_104,GB,False,False,True,463,49.0,25.0,1,2019-05-16,2019-04-18
user_105,PL,False,False,True,135,135.0,1.0,1,2019-05-16,2019-04-18
user_106,PL,False,False,True,404,14.0,139.0,1,2019-05-16,2019-04-18
user_107,IE,True,False,False,360,0.0,337.0,0,2019-05-16,2019-04-18
user_108,FR,False,False,True,470,0.0,686.0,0,2019-05-16,2019-04-18
user_109,RO,False,False,True,432,999.0,0.0,0,2019-05-16,2019-04-18
user_110,DE,False,True,False,452,0.0,430.0,0,2019-05-16,2019-04-18
user_111,FR,True,False,False,378,0.0,1798.0,0,2019-05-16,2019-04-18
user_112,GB,False,False,True,260,0.0,567.0,0,2019-05-16,2019-04-18
user_113,GB,False,False,True,370,14.0,437.0,0,2019-05-16,2019-04-18
user_114,IE,False,False,True,190,0.0,468.0,0,2019-05-16,2019-04-18
user_115,CH,False,False,True,120,2.0,42.0,0,2019-05-16,2019-04-18
user_116,IE,True,False,False,335,1.0,545.0,0,2019-05-16,2019-04-18
user_117,IE,False,False,True,166,1.0,22.0,0,2019-05-16,2019-04-18
user_118,FR,False,False,True,206,0.0,26.0,0,2019-05-16,2019-04-18
user_119,LT,False,False,True,315,14.0,81.0,0,2019-05-16,2019-04-18
user_120,LT,False,False,True,125,20.0,53.0,1,2019-05-16,2019-04-18
user_121,CZ,False,False,True,139,22.0,52.0,0,2019-05-16,2019-04-18
user_122,IE,False,False,True,270,236.0,5.0,1,2019-05-16,2019-04-18
user_123,FR,False,False,True,453,37.0,78.0,1,2019-05-16,2019-04-18
user_124,GB,False,False,True,459,0.0,377.0,0,2019-05-16,2019-04-18
user_125,GB,False,False,True,311,228.0,11.0,0,2019-05-16,2019-04-18
user_126,GR,False,False,True,286,117.0,2.0,1,2019-05-16,2019-04-18
user_127,CY,False,False,True,115,1.0,25.0,0,2019-05-16,2019-04-18
user_128,GB,False,False,True,207,138.0,161.0,1,2019-05-16,2019-04-18
user_129,GB,False,False,True,319,97.0,56.0,1,2019-05-16,2019-04-18
user_130,RO,False,False,True,127,59.0,7.0,1,2019-05-16,2019-04-18
user_131,IE,False,False,True,298,48.0,80.0,0,2019-05-16,2019-04-18
user_132,CY,False,False,True,465,9.0,11.0,1,2019-05-16,2019-04-18
user_133,CY,False,False,True,235,0.0,336.0,0,2019-05-16,2019-04-18
user_134,GB,False,False,True,377,148.0,12.0,1,2019-05-16,2019-04-18
user_135,ES,False,False,True,401,43.0,191.0,0,2019-05-16,2019-04-18
user_136,IE,False,False,True,190,71.0,56.0,1,2019-05-16,2019-04-18
user_137,IT,False,False,True,112,999.0,0.0,1,2019-05-16,2019-04-18
user_138,FR,False,False,True,261,6.0,33.0,0,2019-05-16,2019-04-18
user_139,DK,False,False,True,140,0.0,83.0,0,2019-05-16,2019-04-18
user_140,FR,False,False,True,178,2.0,14.0,1,2019-05-16,2019-04-18
user_141,RO,False,False,True,115,8.0,26.0,1,2019-05-16,2019-04-18
user_142,GB,False,False,True,243,67.0,13.0,1,2019-05-16,2019-04-18
user_143,GB,False,False,True,347,122.0,49.0,0,2019-05-16,2019-04-18
user_144,RO,False,False,True,155,1.0,120.0,0,2019-05-16,2019-04-18
user_145,RO,False,False,True,127,127.0,3.0,1,2019-05-16,2019-04-18
user_146,FR,False,False,True,203,34.0,16.0,1,2019-05-16,2019-04-18
user_147,GB,False,False,True,155,95.0,4.0,1,2019-05-16,2019-04-18
user_148,LT,False,False,True,436,0.0,225.0,0,2019-05-16,2019-04-18
user_149,FR,False,False,True,118,78.0,20.0,1,2019-05-16,2019-04-18
user_150,PL,False,False,True,191,173.0,8.0,1,2019-05-16,2019-04-18
user_151,ES,False,False,True,159,80.0,41.0,1,2019-05-16,2019-04-18
user_152,IT,True,False,False,200,3.0,100.0,0,2019-05-16,2019-04-18
user_153,GB,False,False,True,352,189.0,9.0,1,2019-05-16,2019-04-18
user_154,GB,False,False,True,400,21.0,290.0,0,2019-05-16,2019-04-18
user_155,GB,False,True,False,277,0.0,338.0,0,2019-05-16,2019-04-18
user_156,FR,False,False,True,124,41.0,3.0,0,2019-05-16,2019-04-18
user_157,GB,False,False,True,219,219.0,3.0,1,2019-05-16,2019-04-18
user_158,PL,False,False,True,234,5.0,25.0,0,2019-05-16,2019-04-18
user_159,GB,False,False,True,358,17.0,44.0,0,2019-05-16,2019-04-18
user_160,GB,False,False,True,209,10.0,32.0,1,2019-05-16,2019-04-18
user_161,RO,False,False,True,312,999.0,0.0,1,2019-05-16,2019-04-18
user_162,LT,False,False,True,302,999.0,0.0,1,2019-05-16,2019-04-18
user_163,GB,False,False,True,292,17.0,56.0,1,2019-05-16,2019-04-18
user_164,GB,False,True,False,358,28.0,62.0,0,2019-05-16,2019-04-18
user_165,GB,False,False,True,254,208.0,6.0,1,2019-05-16,2019-04-18
user_166,GB,False,False,True,234,999.0,0.0,1,2019-05-16,2019-04-18
user_167,GB,False,False,True,280,0.0,268.0,0,2019-05-16,2019-04-18
user_168,PL,False,False,True,405,27.0,41.0,1,2019-05-16,2019-04-18
user_169,GB,False,False,True,453,5.0,483.0,0,2019-05-16,2019-04-18
user_170,PT,False,False,True,196,15.0,74.0,1,2019-05-16,2019-04-18
user_171,PT,False,False,True,400,180.0,17.0,1,2019-05-16,2019-04-18
user_172,GB,False,False,True,335,191.0,130.0,1,2019-05-16,2019-04-18
user_173,GB,False,False,True,157,60.0,60.0,1,2019-05-16,2019-04-18
user_174,IE,False,False,True,357,6.0,161.0,0,2019-05-16,2019-04-18
user_175,GB,False,False,True,322,24.0,34.0,1,2019-05-16,2019-04-18
user_176,LU,False,False,True,326,100.0,7.0,1,2019-05-16,2019-04-18
user_177,FR,False,False,True,286,167.0,13.0,1,2019-05-16,2019-04-18
user_178,FR,False,False,True,138,129.0,3.0,1,2019-05-16,2019-04-18
user_179,IE,False,False,True,136,1.0,26.0,1,2019-05-16,2019-04-18
user_180,FR,False,False,True,223,1.0,108.0,0,2019-05-16,2019-04-18
user_181,RO,True,False,False,337,6.0,132.0,0,2019-05-16,2019-04-18
user_182,GB,False,False,True,240,70.0,31.0,1,2019-05-16,2019-04-18
user_183,GB,False,False,True,437,144.0,44.0,1,2019-05-16,2019-04-18
user_184,PL,False,False,True,203,0.0,390.0,0,2019-05-16,2019-04-18
user_185,GB,False,False,True,469,0.0,93.0,0,2019-05-16,2019-04-18
user_186,CZ,False,False,True,394,0.0,56.0,0,2019-05-16,2019-04-18
user_187,PT,True,False,False,307,0.0,247.0,0,2019-05-16,2019-04-18
user_188,PL,False,False,True,181,4.0,50.0,1,2019-05-16,2019-04-18
user_189,PL,False,False,True,138,33.0,13.0,1,2019-05-16,2019-04-18
user_190,GB,False,False,True,154,153.0,5.0,1,2019-05-16,2019-04-18
user_191,GB,False,False,True,190,0.0,279.0,0,2019-05-16,2019-04-18
user_192,GB,False,False,True,337,64.0,149.0,1,2019-05-16,2019-04-18
user_193,FR,False,False,True,246,8.0,96.0,0,2019-05-16,2019-04-18
user_194,LT,False,False,True,116,0.0,71.0,0,2019-05-16,2019-04-18
user_195,DE,False,False,True,355,355.0,3.0,1,2019-05-16,2019-04-18
user_196,FR,False,False,True,115,54.0,70.0,1,2019-05-16,2019-04-18
user_197,GB,False,False,True,310,293.0,24.0,1,2019-05-16,2019-04-18
user_198,FR,False,False,True,328,2.0,115.0,0,2019-05-16,2019-04-18
user_199,FR,False,False,True,412,13.0,47.0,0,2019-05-16,2019-04-18
user_200,ES,False,False,True,172,134.0,3.0,0,2019-05-16,2019-04-18
user_201,ES,False,False,True,132,4.0,51.0,0,2019-05-16,2019-04-18
user_202,IE,False,False,True,211,0.0,397.0,0,2019-05-16,2019-04-18
user_203,BG,False,False,True,207,207.0,2.0,1,2019-05-16,2019-04-18
user_204,CH,False,False,True,294,5.0,34.0,1,2019-05-16,2019-04-18
user_205,CZ,False,False,True,115,999.0,0.0,1,2019-05-16,2019-04-18
user_206,PL,False,False,True,110,38.0,16.0,1,2019-05-16,2019-04-18
user_207,MT,False,False,True,157,7.0,46.0,0,2019-05-16,2019-04-18
user_208,GB,False,False,True,132,3.0,473.0,0,2019-05-16,2019-04-18
user_209,PL,False,False,True,406,5.0,483.0,0,2019-05-16,2019-04-18
user_210,GB,False,False,True,334,332.0,12.0,1,2019-05-16,2019-04-18
user_211,GB,False,False,True,141,33.0,61.0,0,2019-05-16,2019-04-18
user_212,GB,False,False,True,405,38.0,8.0,1,2019-05-16,2019-04-18
user_213,MT,False,False,True,252,1.0,78.0,0,2019-05-16,2019-04-18
user_214,GB,False,False,True,423,1.0,54.0,0,2019-05-16,2019-04-18
user_215,ES,False,False,True,370,6.0,21.0,1,2019-05-16,2019-04-18
user_216,PL,False,False,True,392,74.0,143.0,1,2019-05-16,2019-04-18
user_217,HR,False,False,True,113,86.0,2.0,1,2019-05-16,2019-04-18
user_218,LT,False,False,True,459,34.0,254.0,1,2019-05-16,2019-04-18
user_219,GB,False,False,True,234,1.0,46.0,0,2019-05-16,2019-04-18
user_220,GB,False,False,True,397,361.0,15.0,1,2019-05-16,2019-04-18
user_221,GB,False,False,True,284,6.0,66.0,0,2019-05-16,2019-04-18
user_222,GB,True,False,False,368,2.0,1073.0,0,2019-05-16,2019-04-18
user_223,LT,False,False,True,406,37.0,30.0,1,2019-05-16,2019-04-18
user_224,GB,False,False,True,404,18.0,218.0,1,2019-05-16,2019-04-18
user_225,PL,False,False,True,128,2.0,21.0,1,2019-05-16,2019-04-18
user_226,GB,False,False,True,315,39.0,100.0,0,2019-05-16,2019-04-18
user_227,RO,False,False,True,168,5.0,47.0,0,2019-05-16,2019-04-18
user_228,PL,False,False,True,270,12.0,92.0,0,2019-05-16,2019-04-18
user_229,CZ,False,False,True,282,5.0,91.0,0,2019-05-16,2019-04-18
user_230,GB,False,False,True,163,5.0,274.0,0,2019-05-16,2019-04-18
user_231,GB,False,False,True,214,182.0,16.0,1,2019-05-16,2019-04-18
user_232,IE,False,False,True,228,0.0,3.0,1,2019-05-16,2019-04-18
user_233,PL,False,False,True,351,13.0,85.0,0,2019-05-16,2019-04-18
user_234,GB,False,False,True,313,215.0,91.0,1,2019-05-16,2019-04-18
user_235,ES,False,False,True,135,1.0,256.0,0,2019-05-16,2019-04-18
user_236,GB,False,False,True,349,0.0,121.0,0,2019-05-16,2019-04-18
user_237,GB,False,False,True,253,134.0,6.0,1,2019-05-16,2019-04-18
user_238,DK,False,False,True,257,0.0,39.0,1,2019-05-16,2019-04-18
user_239,GB,False,False,True,408,2.0,184.0,0,2019-05-16,2019-04-18
user_240,SK,False,False,True,323,0.0,316.0,0,2019-05-16,2019-04-18
user_241,GB,False,False,True,401,392.0,5.0,0,2019-05-16,2019-04-18
user_242,CZ,False,False,True,151,80.0,50.0,0,2019-05-16,2019-04-18
user_243,NL,False,False,True,281,14.0,13.0,0,2019-05-16,2019-04-18
user_244,CZ,False,False,True,322,5.0,17.0,1,2019-05-16,2019-04-18
user_245,GB,False,False,True,400,28.0,50.0,0,2019-05-16,2019-04-18
user_246,BG,False,False,True,419,123.0,33.0,1,2019-05-16,2019-04-18
user_247,IE,False,False,True,160,0.0,93.0,0,2019-05-16,2019-04-18
user_248,CH,False,True,False,361,1.0,243.0,0,2019-05-16,2019-04-18
user_249,CH,False,False,True,224,0.0,133.0,0,2019-05-16,2019-04-18
user_250,CZ,False,False,True,325,0.0,264.0,0,2019-05-16,2019-04-18
user_251,FR,False,False,True,116,4.0,28.0,0,2019-05-16,2019-04-18
user_252,GB,False,False,True,127,62.0,135.0,1,2019-05-16,2019-04-18
user_253,GB,False,False,True,364,1.0,657.0,0,2019-05-16,2019-04-18
user_254,GB,True,False,False,164,0.0,1835.0,0,2019-05-16,2019-04-18
user_255,GB,False,False,True,384,82.0,51.0,1,2019-05-16,2019-04-18
user_256,GB,False,False,True,267,247.0,23.0,1,2019-05-16,2019-04-18
user_257,CH,False,False,True,343,18.0,122.0,0,2019-05-16,2019-04-18
user_258,RO,False,False,True,110,999.0,0.0,1,2019-05-16,2019-04-18
user_259,LT,False,False,True,192,999.0,0.0,1,2019-05-16,2019-04-18
user_260,RO,False,False,True,184,58.0,3.0,1,2019-05-16,2019-04-18
user_261,GB,False,False,True,286,89.0,5.0,0,2019-05-16,2019-04-18
user_262,NO,False,False,True,204,999.0,0.0,1,2019-05-16,2019-04-18
user_263,RO,False,False,True,370,9.0,379.0,0,2019-05-16,2019-04-18
user_264,GB,False,False,True,153,117.0,11.0,1,2019-05-16,2019-04-18
user_265,PT,False,False,True,290,76.0,19.0,0,2019-05-16,2019-04-18
user_266,GB,False,False,True,266,240.0,96.0,1,2019-05-16,2019-04-18
user_267,GB,False,False,True,187,0.0,358.0,0,2019-05-16,2019-04-18
user_268,FR,False,False,True,405,7.0,85.0,1,2019-05-16,2019-04-18
user_269,PT,False,False,True,130,34.0,8.0,0,2019-05-16,2019-04-18
user_270,SE,False,False,True,186,186.0,3.0,1,2019-05-16,2019-04-18
user_271,GB,False,False,True,210,160.0,28.0,1,2019-05-16,2019-04-18
user_272,ES,False,False,True,151,0.0,103.0,0,2019-05-16,2019-04-18
user_273,GB,False,False,True,146,146.0,2.0,1,2019-05-16,2019-04-18
user_274,FR,False,False,True,124,0.0,96.0,0,2019-05-16,2019-04-18
user_275,IE,False,False,True,428,1.0,315.0,0,2019-05-16,2019-04-18
user_276,FR,False,False,True,439,53.0,53.0,1,2019-05-16,2019-04-18
user_277,GB,False,False,True,335,4.0,282.0,0,2019-05-16,2019-04-18
user_278,PL,False,False,True,180,13.0,8.0,0,2019-05-16,2019-04-18
user_279,FR,False,False,True,119,21.0,77.0,0,2019-05-16,2019-04-18
user_280,GB,False,False,True,157,34.0,59.0,0,2019-05-16,2019-04-18
user_281,GB,False,False,True,238,9.0,340.0,0,2019-05-16,2019-04-18
user_282,RO,False,False,True,320,1.0,29.0,0,2019-05-16,2019-04-18
user_283,RO,False,True,False,277,1.0,336.0,0,2019-05-16,2019-04-18
user_284,PL,False,False,True,217,15.0,43.0,0,2019-05-16,2019-04-18
user_285,PL,False,False,True,376,4.0,35.0,1,2019-05-16,2019-04-18
user_286,FR,False,False,True,151,0.0,106.0,0,2019-05-16,2019-04-18
user_287,RO,False,False,True,166,999.0,0.0,1,2019-05-16,2019-04-18
user_288,ES,False,False,True,412,0.0,89.0,0,2019-05-16,2019-04-18
user_289,DE,False,False,True,356,356.0,2.0,1,2019-05-16,2019-04-18
user_290,PL,False,False,True,129,1.0,29.0,0,2019-05-16,2019-04-18
user_291,GB,False,False,True,458,393.0,7.0,1,2019-05-16,2019-04-18
user_292,PT,False,False,True,196,54.0,129.0,0,2019-05-16,2019-04-18
user_293,GB,False,False,True,343,59.0,183.0,1,2019-05-16,2019-04-18
user_294,GB,False,True,False,173,10.0,25.0,0,2019-05-16,2019-04-18
user_295,IE,False,False,True,322,40.0,106.0,0,2019-05-16,2019-04-18
user_296,GB,False,True,False,357,6.0,115.0,0,2019-05-16,2019-04-18
user_297,GR,False,False,True,129,68.0,41.0,1,2019-05-16,2019-04-18
user_298,LT,False,False,True,426,0.0,332.0,0,2019-05-16,2019-04-18
user_299,DE,False,False,True,260,51.0,20.0,1,2019-05-16,2019-04-18
user_300,FR,False,False,True,182,27.0,98.0,1,2019-05-16,2019-04-18
user_301,GB,False,False,True,190,190.0,2.0,1,2019-05-16,2019-04-18
user_302,ES,False,False,True,312,0.0,228.0,0,2019-05-16,2019-04-18
user_303,GB,False,False,True,317,999.0,0.0,1,2019-05-16,2019-04-18
user_304,PL,False,False,True,386,2.0,74.0,0,2019-05-16,2019-04-18
user_305,LT,False,False,True,285,82.0,111.0,1,2019-05-16,2019-04-18
user_306,LT,False,False,True,456,0.0,473.0,0,2019-05-16,2019-04-18
user_307,ES,False,True,False,233,1.0,496.0,0,2019-05-16,2019-04-18
user_308,IE,True,False,False,177,0.0,115.0,0,2019-05-16,2019-04-18
user_309,GB,False,False,True,455,24.0,115.0,1,2019-05-16,2019-04-18
user_310,IT,False,False,True,195,0.0,71.0,0,2019-05-16,2019-04-18
user_311,MT,False,False,True,130,3.0,88.0,0,2019-05-16,2019-04-18
user_312,PL,False,False,True,422,0.0,201.0,0,2019-05-16,2019-04-18
user_313,FR,False,False,True,462,309.0,84.0,1,2019-05-16,2019-04-18
user_314,SK,False,False,True,141,11.0,20.0,1,2019-05-16,2019-04-18
user_315,IE,False,False,True,393,4.0,161.0,0,2019-05-16,2019-04-18
user_316,PL,False,False,True,132,120.0,3.0,1,2019-05-16,2019-04-18
user_317,GB,False,False,True,413,104.0,97.0,1,2019-05-16,2019-04-18
user_318,BG,False,False,True,180,21.0,16.0,1,2019-05-16,2019-04-18
user_319,IE,False,True,False,302,6.0,173.0,0,2019-05-16,2019-04-18
user_320,FR,False,False,True,299,21.0,21.0,1,2019-05-16,2019-04-18
user_321,GB,False,False,True,315,67.0,34.0,1,2019-05-16,2019-04-18
user_322,PL,False,False,True,193,999.0,0.0,1,2019-05-16,2019-04-18
user_323,DE,False,False,True,180,105.0,6.0,1,2019-05-16,2019-04-18
user_324,GB,False,False,True,214,999.0,0.0,1,2019-05-16,2019-04-18
user_325,IT,False,False,True,141,11.0,13.0,0,2019-05-16,2019-04-18
user_326,FR,False,False,True,412,321.0,3.0,1,2019-05-16,2019-04-18
user_327,GB,False,False,True,346,32.0,101.0,1,2019-05-16,2019-04-18
user_328,GB,False,False,True,232,0.0,319.0,0,2019-05-16,2019-04-18
user_329,PL,False,False,True,373,226.0,79.0,1,2019-05-16,2019-04-18
user_330,GB,False,False,True,412,0.0,249.0,0,2019-05-16,2019-04-18
user_331,FR,False,False,True,157,108.0,12.0,1,2019-05-16,2019-04-18
user_332,LT,False,False,True,348,2.0,237.0,0,2019-05-16,2019-04-18
user_333,FR,False,True,False,253,1.0,188.0,0,2019-05-16,2019-04-18
user_334,GB,False,False,True,211,143.0,29.0,1,2019-05-16,2019-04-18
user_335,PL,False,False,True,230,0.0,89.0,0,2019-05-16,2019-04-18
user_336,GB,False,False,True,196,3.0,26.0,0,2019-05-16,2019-04-18
user_337,LT,False,False,True,436,24.0,301.0,1,2019-05-16,2019-04-18
user_338,GB,False,False,True,261,240.0,9.0,1,2019-05-16,2019-04-18
user_339,IE,False,False,True,130,0.0,216.0,0,2019-05-16,2019-04-18
user_340,GB,False,False,True,366,359.0,2.0,1,2019-05-16,2019-04-18
user_341,PL,False,False,True,111,95.0,3.0,1,2019-05-16,2019-04-18
user_342,FR,False,False,True,406,3.0,26.0,1,2019-05-16,2019-04-18
user_343,FR,False,False,True,218,40.0,8.0,1,2019-05-16,2019-04-18
user_344,IT,False,False,True,140,26.0,15.0,1,2019-05-16,2019-04-18
user_345,GB,False,False,True,225,34.0,74.0,1,2019-05-16,2019-04-18
user_346,GB,False,False,True,226,98.0,53.0,1,2019-05-16,2019-04-18
user_347,PL,False,False,True,238,3.0,28.0,1,2019-05-16,2019-04-18
user_348,GB,False,False,True,138,60.0,6.0,1,2019-05-16,2019-04-18
user_349,GB,False,False,True,195,175.0,16.0,0,2019-05-16,2019-04-18
user_350,ES,True,False,False,360,0.0,313.0,0,2019-05-16,2019-04-18
user_351,FR,False,False,True,339,7.0,133.0,0,2019-05-16,2019-04-18
user_352,ES,False,False,True,329,0.0,499.0,0,2019-05-16,2019-04-18
user_353,LT,False,False,True,450,0.0,175.0,0,2019-05-16,2019-04-18
user_354,PL,False,False,True,211,0.0,296.0,0,2019-05-16,2019-04-18
